#
451
2.3814000000000002e-10
7.1394750000000003e-10
2.3814000000000002e-10	1.4365942764722601e+25	3.3376307330391130e+04
2.3919734999999999e-10	1.2869216136867686e+25	2.9946963689896871e+04
2.4025470000000002e-10	1.1491339841954218e+25	2.6866663546478754e+04
2.4131205000000000e-10	1.0230610654282838e+25	2.4108597565037660e+04
2.4236940000000003e-10	9.0854953915219473e+24	2.1645956410474260e+04
2.4342675000000000e-10	8.0544875095022662e+24	1.9451930747690010e+04
2.4448410000000003e-10	7.1361065261917304e+24	1.7499711241586316e+04
2.4554145000000001e-10	6.3288974605509891e+24	1.5762488557064833e+04
2.4659880000000004e-10	5.6314302858294302e+24	1.4213453359027126e+04
2.4765615000000001e-10	5.0422993968526839e+24	1.2825796312373210e+04
2.4871350000000004e-10	4.5601230909202677e+24	1.1572708082006371e+04
2.4977085000000002e-10	4.1798715175868451e+24	1.0427379332825356e+04
2.5082820000000000e-10	3.8680796849439860e+24	9.3649400042366360e+03
2.5188555000000002e-10	3.5821475161692689e+24	8.3756477717470934e+03
2.5294290000000000e-10	3.3083919631639857e+24	7.4568648093244437e+03
2.5400025000000003e-10	3.0465844864220028e+24	6.6059943674131255e+03
2.5505760000000001e-10	2.7965764924677207e+24	5.8204396964584876e+03
2.5611495000000003e-10	2.5582218416506947e+24	5.0976040469048658e+03
2.5717230000000001e-10	2.3313767977014374e+24	4.4348906691973752e+03
2.5822965000000004e-10	2.1158999785250484e+24	3.8297028137801813e+03
2.5928700000000002e-10	1.9116565791928764e+24	3.2794437310992816e+03
2.6034434999999999e-10	1.7187838670725667e+24	2.7815143297550162e+03
2.6140170000000002e-10	1.5378378996114133e+24	2.3331669345765890e+03
2.6245905000000000e-10	1.3691355213606414e+24	1.9314187994741653e+03
2.6351640000000003e-10	1.2125666566777383e+24	1.5732663897143068e+03
2.6457375000000000e-10	1.0679858334147517e+24	1.2557061705640031e+03
2.6563110000000003e-10	9.3524989564344790e+23	9.7573460728979819e+02
2.6668845000000001e-10	8.1421795773807834e+23	7.3034816515847433e+02
2.6774580000000004e-10	7.0475135954872420e+23	5.1654330943685989e+02
2.6880315000000001e-10	6.0671362263119244e+23	3.3131650539172279e+02
2.6986050000000004e-10	5.1964018938334853e+23	1.7166421828959557e+02
2.7091785000000002e-10	4.4111138324387846e+23	3.4771360293335100e+01
2.7197520000000005e-10	3.6835094168138391e+23	-8.1052894313332658e+01
2.7303255000000002e-10	3.0057163420937034e+23	-1.7708419399722874e+02
2.7408990000000000e-10	2.3771467258191633e+23	-2.5459752562388124e+02
2.7514725000000003e-10	1.7972330926725691e+23	-3.1486787605919716e+02
2.7620460000000001e-10	1.2654160933399076e+23	-3.5917023216832558e+02
2.7726195000000003e-10	7.7081152435906840e+22	-3.8877954790350975e+02
2.7831930000000001e-10	2.9943880142939769e+22	-4.0436490405514155e+02
2.7937665000000004e-10	-1.4352242393966270e+22	-4.0640337260939208e+02
2.8043400000000002e-10	-5.5130022581153238e+22	-3.9588563079853134e+02
2.8149135000000004e-10	-9.2796729862345619e+22	-3.7370940693763134e+02
2.8254870000000002e-10	-1.2753708050973037e+23	-3.4064654388456484e+02
2.8360605000000000e-10	-1.5924203091982021e+23	-2.9750526979440440e+02
2.8466340000000003e-10	-1.8778239470350880e+23	-2.4514245533022137e+02
2.8572075000000000e-10	-2.1302887067823811e+23	-1.8446445723630850e+02
2.8677810000000003e-10	-2.3485356978194259e+23	-1.1642749955644169e+02
2.8783545000000001e-10	-2.5313150833051575e+23	-4.2037592494065862e+01
2.8889280000000004e-10	-2.6774206848616293e+23	3.7650011081153011e+01
2.8995015000000001e-10	-2.7869059190784845e+23	1.2153182148661776e+02
2.9100750000000004e-10	-2.8654679475177726e+23	2.0853126059865014e+02
2.9206485000000002e-10	-2.9193947326605741e+23	2.9787087368714043e+02
2.9312220000000000e-10	-2.9496625979417495e+23	3.8884170268204673e+02
2.9417955000000002e-10	-2.9557938003940750e+23	4.8071028661733573e+02
2.9523690000000005e-10	-2.9374264779485727e+23	5.7272207671395893e+02
